cell_id,arch,target_class,poison_class,ytargetadv,target_id,npoison,ncraftstep,nreplay,objective,note
A28_t1,ResNet,0,6,6,1,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target1
A28_t2,ResNet,0,6,6,2,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target2
A28_t3,ResNet,0,6,6,3,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target3
A28_t4,ResNet,0,6,6,4,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target4
A28_t5,ResNet,0,6,6,5,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target5
A28_t6,ResNet,0,6,6,6,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target6
A28_t7,ResNet,0,6,6,7,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target7
A28_t8,ResNet,0,6,6,8,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target8
A28_t9,ResNet,0,6,6,9,500,61,6,cwT,fig4-frogplane-ResNet-npoison500-target9
A29_t1,ResNet,0,6,6,1,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target1
A29_t2,ResNet,0,6,6,2,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target2
A29_t3,ResNet,0,6,6,3,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target3
A29_t4,ResNet,0,6,6,4,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target4
A29_t5,ResNet,0,6,6,5,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target5
A29_t6,ResNet,0,6,6,6,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target6
A29_t7,ResNet,0,6,6,7,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target7
A29_t8,ResNet,0,6,6,8,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target8
A29_t9,ResNet,0,6,6,9,2500,61,6,cwT,fig4-frogplane-ResNet-npoison2500-target9
A30_t1,ResNet,0,6,6,1,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target1
A30_t2,ResNet,0,6,6,2,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target2
A30_t3,ResNet,0,6,6,3,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target3
A30_t4,ResNet,0,6,6,4,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target4
A30_t5,ResNet,0,6,6,5,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target5
A30_t6,ResNet,0,6,6,6,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target6
A30_t7,ResNet,0,6,6,7,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target7
A30_t8,ResNet,0,6,6,8,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target8
A30_t9,ResNet,0,6,6,9,5000,61,6,cwT,fig4-frogplane-ResNet-npoison5000-target9
